dataset,missing_rate,method,rmse,mae,n_points,imputed_csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h,0.1,KNN-Sklearn,14330715.576917127,12287835.738035727,10,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h_mr10_KNN-Sklearn_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h,0.1,Spline,26073214.018679067,24236071.921026804,10,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h_mr10_Spline_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h,0.1,Mean,14330715.576917127,12287835.738035727,10,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h_mr10_Mean_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h,0.1,LOCF,14298444.896694941,11559995.3,10,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data psmp-gn-bw-poz-pl.geant.org to perfsonar-ankara.ulakbim.gov.tr 10-24-2023_6h_mr10_LOCF_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h,0.1,SVD-KNN,36895523.56436243,25770597.415003996,18,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h_mr10_SVD-KNN_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h,0.1,SVD-KNN-Hankel,40354889.05557795,30248457.822308514,18,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h_mr10_SVD-KNN-Hankel_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h,0.1,Kalman,214688095.30588752,92492198.4114167,18,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h_mr10_Kalman_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h,0.1,ARIMA,43710376.59427698,33192786.343194213,18,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h_mr10_ARIMA_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h,0.1,HoltWinters,34661089.565933414,26902768.950107172,18,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h_mr10_HoltWinters_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h,0.1,Linear,36554907.052462175,27061161.836419754,18,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h_mr10_Linear_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h,0.1,KNN-Sklearn,34655083.09039954,27146901.477489933,18,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h_mr10_KNN-Sklearn_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h,0.1,Spline,34083524.36362276,26440595.724523272,18,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h_mr10_Spline_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h,0.1,Mean,34655083.09039954,27146901.477489933,18,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h_mr10_Mean_imputed.csv
esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h,0.1,LOCF,40091392.07849452,30440256.027777776,18,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data psmp-gn-bw-poz-pl.geant.org to pspmp-anella.csuc.cat 10-24-2023_6h_mr10_LOCF_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h,0.1,SVD-KNN,38360967.66311166,28788227.692954287,9,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h_mr10_SVD-KNN_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h,0.1,SVD-KNN-Hankel,33875930.26522152,24851453.70160034,9,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h_mr10_SVD-KNN-Hankel_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h,0.1,Kalman,83604932.52291141,58996478.713955775,9,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h_mr10_Kalman_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h,0.1,ARIMA,34765950.43059996,25533377.175957914,9,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h_mr10_ARIMA_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h,0.1,HoltWinters,40052978.73101123,32792435.803526547,9,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h_mr10_HoltWinters_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h,0.1,Linear,33721589.508820914,24872377.736156955,9,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h_mr10_Linear_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h,0.1,KNN-Sklearn,30323708.132234577,21699011.111696273,9,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h_mr10_KNN-Sklearn_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h,0.1,Spline,41109747.582558185,31448710.590834472,9,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h_mr10_Spline_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h,0.1,Mean,30323708.132234577,21699011.111696273,9,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h_mr10_Mean_imputed.csv
esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h,0.1,LOCF,24815450.930610705,20502653.518518522,9,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data psmp-gn-bw-vie-at.geant.org to psmall.lut.ac.uk 10-24-2023_6h_mr10_LOCF_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.1,SVD-KNN,78533543.99283454,75213403.32032543,2,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr10_SVD-KNN_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.1,SVD-KNN-Hankel,69777831.54323821,68420938.9021762,2,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr10_SVD-KNN-Hankel_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.1,Kalman,827480447.6769618,620035222.6732976,2,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr10_Kalman_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.1,ARIMA,110619605.02773887,108919353.1162197,2,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr10_ARIMA_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.1,HoltWinters,86444850.54149677,80734274.00507498,2,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr10_HoltWinters_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.1,Linear,66410683.38584737,60016649.625,2,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr10_Linear_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.1,KNN-Sklearn,68122490.95595409,67933140.00188959,2,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr10_KNN-Sklearn_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.1,Spline,63938639.77273249,55530540.02095145,2,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr10_Spline_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.1,Mean,68122490.95595409,67933140.00188959,2,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr10_Mean_imputed.csv
esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.1,LOCF,116087139.11577219,111551493.25,2,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\10\esmond data pspmp-anella.csuc.cat to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr10_LOCF_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h,0.15,SVD-KNN,55435914.659940064,47626428.44683143,9,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h_mr15_SVD-KNN_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h,0.15,SVD-KNN-Hankel,43679218.4191764,40038213.05975869,9,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h_mr15_SVD-KNN-Hankel_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h,0.15,Kalman,346990844.39223176,184639402.27908638,9,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h_mr15_Kalman_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h,0.15,ARIMA,58481753.02939833,48067725.14767614,9,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h_mr15_ARIMA_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h,0.15,HoltWinters,70485554.71931775,58684178.994385175,9,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h_mr15_HoltWinters_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h,0.15,Linear,68766410.31410906,60668381.82407408,9,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h_mr15_Linear_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h,0.15,KNN-Sklearn,50060032.329164214,45574606.35216354,9,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h_mr15_KNN-Sklearn_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h,0.15,Spline,98358341.04135126,80699745.0189061,9,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h_mr15_Spline_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h,0.15,Mean,50060032.329164214,45574606.35216354,9,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h_mr15_Mean_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h,0.15,LOCF,69703805.66756159,59302473.37962963,9,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h_mr15_LOCF_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.15,SVD-KNN,67858821.17886505,53855687.98290578,6,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr15_SVD-KNN_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.15,SVD-KNN-Hankel,66471468.56599585,62844073.38384833,6,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr15_SVD-KNN-Hankel_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.15,Kalman,464898876.0057923,264512360.6728895,6,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr15_Kalman_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.15,ARIMA,56823838.40166815,48238672.43821309,6,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr15_ARIMA_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.15,HoltWinters,40962040.74452889,32954858.31590752,6,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr15_HoltWinters_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.15,Linear,51312752.02849809,49516446.54861113,6,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr15_Linear_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.15,KNN-Sklearn,66176408.08584686,55683305.95438763,6,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr15_KNN-Sklearn_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.15,Spline,143101837.01707104,105175133.15395503,6,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr15_Spline_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.15,Mean,66176408.08584686,55683305.95438763,6,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr15_Mean_imputed.csv
esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h,0.15,LOCF,57125683.08255001,47904551.80555556,6,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data perfsonar-ankara.ulakbim.gov.tr to psmp-gn-bw-poz-pl.geant.org 10-24-2023_6h_mr15_LOCF_imputed.csv
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h,0.15,SVD-KNN,83476068.17753622,64979408.7894845,4,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h_mr15_SVD-KNN_imputed.csv
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h,0.15,SVD-KNN-Hankel,94539345.79374148,64492482.89886975,4,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h_mr15_SVD-KNN-Hankel_imputed.csv
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h,0.15,Kalman,1826386897.844556,1305225961.5410533,4,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h_mr15_Kalman_imputed.csv
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h,0.15,ARIMA,91947720.97518347,72121662.48127973,4,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h_mr15_ARIMA_imputed.csv
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h,0.15,HoltWinters,119951677.60401662,92607007.67630714,4,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h_mr15_HoltWinters_imputed.csv
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h,0.15,Linear,122556331.86295292,96999859.33658087,4,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h_mr15_Linear_imputed.csv
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h,0.15,KNN-Sklearn,91936918.40849204,67650740.0625,4,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h_mr15_KNN-Sklearn_imputed.csv
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h,0.15,Spline,137853707.91898072,106401750.76000094,4,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h_mr15_Spline_imputed.csv
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h,0.15,Mean,91936918.40849204,67650740.0625,4,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h_mr15_Mean_imputed.csv
esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h,0.15,LOCF,91647387.43071729,70778366.1875,4,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data perfsonar-sonda.rediris.es to psmp-gn-bw-lis-pt.geant.org 10-24-2023_6h_mr15_LOCF_imputed.csv
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_6h,0.15,SVD-KNN,41004498.47302726,31793330.33249099,5,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_6h_mr15_SVD-KNN_imputed.csv
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_6h,0.15,SVD-KNN-Hankel,24410388.92268842,22532924.956977416,5,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_6h_mr15_SVD-KNN-Hankel_imputed.csv
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_6h,0.15,Kalman,476998279.4485389,308396606.0260493,5,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_6h_mr15_Kalman_imputed.csv
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_6h,0.15,ARIMA,117092819.61655511,88595034.44693013,5,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_6h_mr15_ARIMA_imputed.csv
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_6h,0.15,HoltWinters,52721051.233553424,44820739.861562036,5,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_6h_mr15_HoltWinters_imputed.csv
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_6h,0.15,Linear,80775173.61172251,65320481.754700854,5,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_6h_mr15_Linear_imputed.csv
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_6h,0.15,KNN-Sklearn,57043121.460069366,52549037.63779676,5,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_6h_mr15_KNN-Sklearn_imputed.csv
esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_6h,0.15,Spline,170590452.94170612,137959209.3605984,5,C:\Users\Clara\Documents\Pesquisa\HAIL\data\imputation\imputed_sample_data\15\esmond data psmall.lut.ac.uk to psmp-gn-bw-vie-at.geant.org 10-24-2023_6h_mr15_Spline_imputed.csv
